ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
854-53-0368|4299228092023|Deanna|White|F|904 Jay Rest Suite 723|Forest Hills|NY|11375|40.7229|-73.8473|68733|Paediatric nurse|1954-03-16|157199405309|adults_50up_female_urban.json
841-99-2980|3525799136621031|Kelly|Blankenship|F|91279 Natalie Place Apt. 172|New Haven|KY|40051|37.6438|-85.547|4799|Toxicologist|1997-09-24|908554315130|adults_2550_female_urban.json
794-87-7070|180050863765993|Brent|Anderson|M|14986 Lopez Station Apt. 981|Baton Rouge|LA|70805|30.486|-91.1481|378909|Scientist, product/process development|1960-01-12|412347758641|adults_50up_male_urban.json
705-41-6699|342694486959460|Paul|Gutierrez|M|58874 Lane Trail Suite 213|Gaithersburg|MD|20878|39.1125|-77.2515|135332|Product manager|1958-01-28|772162574642|adults_50up_male_urban.json
103-28-8329|6589026012796117|Deborah|Wood|F|669 Dawson Ranch|Minneapolis|MN|55449|45.1697|-93.1889|1022298|Barista|1966-10-07|854465343288|adults_50up_female_urban.json
656-64-7193|568430988390|Caroline|Johnson|F|021 Chan Knoll|Greenville|MS|38703|33.4085|-91.0228|38797|Nutritional therapist|2007-05-26|645986493050|young_adults_female_urban.json
016-95-1125|2704895543937690|Aaron|Thompson|M|184 Arroyo Unions|Picayune|MS|39466|30.5418|-89.691|27738|Scientific laboratory technician|1977-03-23|283281909609|adults_2550_male_urban.json
833-74-4099|3569735779071412|Janet|Kramer|F|356 Black Branch|Alton|IL|62002|38.9087|-90.1568|32704|General practice doctor|1979-11-10|314598870934|adults_2550_female_urban.json
690-96-5604|2702755394237339|Nancy|Salas|F|33952 David Common|Oregon City|OR|97045|45.3377|-122.57|51359|Research officer, government|1943-06-05|6931334095|adults_50up_female_urban.json
555-06-7902|377947284639207|Joseph|Henderson|M|562 Bray Square|Wood Ridge|NJ|07075|40.8493|-74.0878|7626|Scientist, marine|1978-12-10|345573371830|adults_2550_male_urban.json
013-87-3453|6011559428434798|Grace|White|F|65564 White Curve Apt. 143|Copperas Cove|TX|76522|31.2029|-97.9301|35534|Surveyor, building control|1958-12-24|942454203201|adults_50up_female_urban.json
150-95-2451|30026728857441|Kristina|Bradley|F|20347 Shannon Isle Suite 558|Pleasantville|NJ|08232|39.3876|-74.5149|19292|Surveyor, hydrographic|1948-12-08|893060472234|adults_50up_female_urban.json
021-53-1987|349982455877166|Louis|Ford|M|56996 Christian Junctions|Doniphan|MO|63935|36.6501|-90.8106|10158|Estate agent|1963-09-21|349238746179|adults_50up_male_urban.json
728-35-9919|4475987622023410|Christine|Sanders|F|78006 Dalton River|Redford|MI|48239|42.3756|-83.289|53246|Designer, furniture|1959-01-14|717621652546|adults_50up_female_urban.json
400-40-3758|4722820055775|William|Fernandez|M|728 Brittany Motorway Suite 884|Delmar|DE|19940|38.477|-75.5759|5574|Loss adjuster, chartered|1981-04-21|594774165062|adults_2550_male_urban.json
092-57-5045|374240082547803|Melissa|Vasquez|F|0649 Laura Plaza Suite 368|Fort Myers|FL|33912|26.4972|-81.8246|224256|Press sub|1986-12-04|272278386916|adults_2550_female_urban.json
755-83-6386|6011416389448467|Chelsea|Jones|F|1797 Graves Overpass|Morrow|OH|45152|39.3476|-84.1181|11329|Emergency planning/management officer|1979-04-04|18557023491|adults_2550_female_urban.json
548-03-3047|2264270312073568|Emily|Lloyd|F|0512 Joseph Lock Apt. 872|Toledo|OH|43612|41.7046|-83.5656|316948|Engineer, agricultural|1999-12-20|927264966457|adults_2550_female_urban.json
391-02-1999|3567303718376459|Caitlin|Chandler|F|7435 Michelle Forge|Charleston|WV|25306|38.3175|-81.5274|116525|Clinical scientist, histocompatibility and immunogenetics|1992-07-11|696798167510|adults_2550_female_urban.json
016-22-4524|3563009792513271|Anna|Montgomery|F|52812 Hall Point|Cream Ridge|NJ|08514|40.1399|-74.465|4477|Loss adjuster, chartered|1995-04-30|982712248618|adults_2550_female_urban.json
198-03-6190|344077848739283|Gregory|Oconnor|M|821 Shannon Viaduct Suite 857|Galivants Ferry|SC|29544|34.0002|-79.2155|4909|Academic librarian|2000-06-12|703412211278|adults_2550_male_urban.json
752-24-0307|3593518638782944|Erica|Davidson|F|81022 James Oval|Fort Walton Beach|FL|32548|30.4206|-86.6286|51828|Engineer, agricultural|1981-03-14|34783881794|adults_2550_female_urban.json
857-50-8027|180005391037174|Rebecca|Brown|F|0948 Jessica Village Suite 138|Phoenix|AZ|85017|33.5153|-112.1212|1312922|Chief Strategy Officer|1962-11-24|795003708324|adults_50up_female_urban.json
395-25-3165|213192886195765|Stephen|Jackson|M|685 Amanda Rapid|Spring|TX|77389|30.1044|-95.5066|316665|Probation officer|1949-01-10|390556494372|adults_50up_male_urban.json
564-42-6091|6559398368457768|April|Johnson|F|082 Smith Forges Apt. 504|Chicago|IL|60618|41.9464|-87.7042|2680484|Surgeon|1941-07-19|612081250349|adults_50up_female_urban.json
586-20-1545|675952245933|Crystal|Shepherd|F|693 Jennifer Turnpike|Hermitage|MO|65668|37.8969|-93.2979|1745|Radiation protection practitioner|1962-11-21|533318555239|adults_50up_female_rural.json
707-90-9441|2720409610556613|Sergio|Perez|M|604 Luis Port|Belmar|NJ|07719|40.1688|-74.072|21538|Dealer|1958-07-17|551159545038|adults_50up_male_urban.json
157-07-6437|30136462251790|Nichole|Kelley|F|68622 Hansen Oval Suite 938|East Syracuse|NY|13057|43.0734|-76.0558|14992|Warden/ranger|2000-03-16|811736272332|adults_2550_female_urban.json
249-10-4363|6591166553559049|Caroline|Bailey|F|270 James Landing Apt. 110|Alice|TX|78332|27.7432|-98.0836|28710|Financial manager|1979-09-04|682680502960|adults_2550_female_urban.json
890-37-0226|344770538338842|Kimberly|Dean|F|069 Jonathan Circle|Dexter|OR|97431|43.9217|-122.8424|2335|Herpetologist|1970-03-06|868445376789|adults_50up_female_rural.json
278-07-7618|4164510463681579|Sharon|Schmidt|F|87800 Sandra Inlet|North Richland Hills|TX|76180|32.84|-97.225|61653|Lecturer, further education|1996-03-04|431600975146|adults_2550_female_urban.json
019-45-5766|373840460843251|Steven|Sandoval|M|689 Robert Ports|Mechanicsburg|PA|17055|40.179|-77.0036|67052|Designer, ceramics/pottery|1931-06-03|997774086417|adults_50up_male_urban.json
460-70-2159|4983248262928|Emily|Grant|F|52056 Turner Summit|Rockton|IL|61072|42.4544|-89.0887|11797|Graphic designer|1941-10-17|855351142474|adults_50up_female_urban.json
135-24-0430|3599939330517285|Ryan|Harrison|M|67722 Jeremy Lodge Apt. 463|Rancho Cucamonga|CA|91730|34.107|-117.5941|101719|Engineer, electrical|1969-11-25|226592925057|adults_50up_male_urban.json
450-79-8028|3573660965699988|Joseph|Liu|M|177 Natalie Gardens|Evansville|WI|53536|42.7732|-89.2877|8503|Scientist, physiological|1999-09-22|436101827281|adults_2550_male_urban.json
041-72-6348|213134764472643|Louis|Brown|M|7181 Kimberly Square|Chippewa Falls|WI|54729|44.9587|-91.3195|31469|Sports coach|1995-09-01|430077867350|adults_2550_male_urban.json
462-04-2931|30371452111759|Bradley|Zimmerman|M|8602 Cunningham Shoals|Richland|MI|49083|42.3757|-85.4447|6961|Dealer|1966-10-16|954179057407|adults_50up_male_urban.json
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json
561-36-9135|4220502099450|Thomas|Williams|M|24999 Tammy Summit Suite 014|San Marcos|TX|78666|29.8754|-97.9404|63836|IT trainer|1996-03-03|985130504385|adults_2550_male_urban.json
070-98-7002|213147214586838|Melissa|Salazar|F|817 Simmons Vista|Dayton|OH|45410|39.7474|-84.16|479994|Investment analyst|1977-11-20|576640849040|adults_2550_female_urban.json
639-46-2126|3587729343010715|Nancy|Clark|F|0558 Alex Flats Suite 414|Fremont|CA|94555|37.5735|-122.0469|214112|Hydrologist|1960-01-02|603471636817|adults_50up_female_urban.json
007-15-5461|379902355770272|Brittney|Murray|F|6084 Peters Brook Apt. 955|Seneca|SC|29678|34.6828|-82.9362|33544|Brewing technologist|1986-06-13|167373214626|adults_2550_female_urban.json
032-44-6148|4996291450461739|Jacob|Gallegos|M|84215 Kimberly Course Suite 807|Morganville|NJ|07751|40.3529|-74.2779|19736|Restaurant manager, fast food|2001-04-26|206820189218|young_adults_male_urban.json
496-94-8580|4218230768104091572|Stephen|Garcia|M|94353 Justin Place Suite 714|Saratoga Springs|NY|12866|43.0708|-73.7408|36915|Database administrator|1934-11-15|301324150974|adults_50up_male_urban.json
638-72-8423|2238585424932143|Lisa|Morgan|F|20701 Brown Meadow Suite 299|North Wales|PA|19454|40.2166|-75.2565|27870|Product designer|1967-12-26|393489078147|adults_50up_female_urban.json
838-26-8741|2492171747733293|David|Cox|M|557 Johnson Mountains|Cordova|TN|38016|35.1602|-89.7816|78138|Clinical scientist, histocompatibility and immunogenetics|1977-02-25|525495436942|adults_2550_male_urban.json
175-37-5712|3581615814876963|Cynthia|Sanchez|F|6153 Mueller Mews|Springfield|MA|01109|42.1145|-72.5543|144116|Tax adviser|1975-01-13|377043697499|adults_50up_female_urban.json
242-23-1277|3519975817246193|Ashley|Cervantes|F|7013 Paige Throughway Apt. 227|Niagara Falls|NY|14305|43.1146|-79.0378|66192|Ship broker|1982-03-17|426453759246|adults_2550_female_urban.json
458-26-3370|4494651909862406|Jaclyn|Dunn|F|85140 Ryan Ramp|Santa Barbara|CA|93103|34.4291|-119.6833|132916|Nurse, mental health|1999-01-23|350577625952|adults_2550_female_urban.json
416-49-7131|213127238656247|Yolanda|Santiago|F|10276 Christopher Row|Palm Springs|CA|92262|33.8414|-116.5347|45562|Pathologist|1957-07-28|501910534304|adults_50up_female_urban.json
713-78-6975|3578687653269092|Kathleen|Simon|F|8950 Ashley Squares Suite 197|San Diego|CA|92108|32.7783|-117.1335|1241364|Cartographer|1987-04-25|799474178113|adults_2550_female_urban.json
880-97-4579|30189137189499|Anthony|Cooper|M|7879 Fisher Union|Brooklyn|NY|11220|40.6412|-74.0133|2504700|Hospital pharmacist|1935-01-30|181630767240|adults_50up_male_urban.json
612-96-4982|3507929049047121|Kathy|York|F|2944 Smith Creek Apt. 927|Parma|MI|49269|42.2739|-84.5999|5998|Merchant navy officer|1968-12-02|192448210387|adults_50up_female_urban.json
718-31-7945|4512927663723952|Anthony|Baker|M|27674 Reese Terrace|Ellicott City|MD|21043|39.2548|-76.8001|80322|Site engineer|1969-10-25|417615395395|adults_50up_male_urban.json
400-61-4303|4047658018569451|Debra|Lang|F|967 Jessica Radial Apt. 852|Burke|VA|22015|38.7894|-77.2818|43102|Intelligence analyst|1986-10-31|10941912639|adults_2550_female_urban.json
852-09-0196|6011817534430096|Brandon|Mays|M|111 Nicholas Track|Rio Grande|NJ|08242|39.0196|-74.8756|3216|Systems developer|1997-07-21|984341085947|adults_2550_male_urban.json
189-33-4827|30174654214060|Jasmine|Ferrell|F|2717 Chelsey Fall Suite 128|Ashland|AL|36251|33.2474|-85.829|5103|Plant breeder/geneticist|1968-11-22|675247828337|adults_50up_female_urban.json
453-92-4244|5211947072006428|Melissa|Conway|F|776 Anthony Tunnel|Johnson City|TN|37614|36.1571|-82.5626|92094|Building control surveyor|1993-10-13|247132971054|adults_2550_female_urban.json
706-62-1986|3554601585174328|Kristen|Ponce|F|6157 Nicole Mill|Bay Shore|NY|11706|40.7051|-73.243|62543|Energy manager|1948-02-01|39255756066|adults_50up_female_urban.json
738-76-3908|36184787005057|Rachel|Williams|F|87829 Sandy Camp|North Andover|MA|01845|42.6826|-71.109|28352|Counsellor|1964-01-14|719359325217|adults_50up_female_urban.json
634-06-3977|3502041792911175|Kurt|Gilbert|M|65651 Marc Underpass|Vernal|UT|84078|40.4406|-109.5469|25851|Engineer, production|1985-06-30|50526974031|adults_2550_male_urban.json
344-09-1979|4625827390219620719|Aaron|White|M|946 Schwartz Ford|Atlanta|GA|30342|33.8842|-84.3761|900273|Customer service manager|1997-06-22|299100773912|adults_2550_male_urban.json
422-31-2860|3592791456083312|Victoria|Davila|F|837 Joshua Fields Apt. 277|Long Beach|CA|90813|33.782|-118.1835|471952|Editor, commissioning|1970-08-24|735125569840|adults_50up_female_urban.json
056-83-5967|4645970108220781137|Mikayla|Watkins|F|3531 Perez Freeway Suite 363|Bellevue|KY|41073|39.1024|-84.4787|5955|Buyer, retail|2002-01-27|641973014853|young_adults_female_urban.json
447-19-3542|3526527354352099|Anthony|Taylor|M|6253 Munoz Turnpike Apt. 983|Vero Beach|FL|32962|27.5885|-80.3923|105638|Chartered legal executive (England and Wales)|1966-08-21|942366059286|adults_50up_male_urban.json
883-28-9693|38406335693920|Susan|Villanueva|F|07806 Mendoza Union Apt. 773|Coatesville|PA|19320|39.9843|-75.8253|52342|Charity officer|1957-08-12|827032404064|adults_50up_female_urban.json
750-53-3572|4431074279907725|Shelly|Sullivan|F|701 Barry Isle Apt. 464|Keller|TX|76244|32.931|-97.2843|95035|Video editor|1975-04-28|633689933561|adults_50up_female_urban.json
807-88-1327|3508501657905525|Matthew|Bush|M|53817 Karen Trace|Latham|NY|12110|42.7462|-73.763|21908|Equality and diversity officer|1996-09-23|387923438251|adults_2550_male_urban.json
516-88-6930|4155778817884795134|Stephanie|Ellis|F|2411 Joshua Square|Windsor|CO|80550|40.4837|-104.8994|20675|Data scientist|1985-06-06|165340472930|adults_2550_female_urban.json
534-81-0372|4827567043103856958|Mary|Buchanan|F|887 Torres Curve Suite 243|Shreveport|LA|71109|32.474|-93.8013|228095|Radio broadcast assistant|1938-10-30|847346136203|adults_50up_female_urban.json
152-46-4660|30292842222314|Andrew|Stewart|M|4523 Elizabeth Key|Ajo|AZ|85321|32.2295|-112.6542|4435|Data scientist|1983-01-22|491227929210|adults_2550_male_urban.json
167-69-4941|5167275208854741|Tracy|Webster|F|751 Mccullough Dam|Coram|NY|11727|40.885|-73.0069|29030|Structural engineer|1996-01-31|335509428125|adults_2550_female_urban.json
633-29-7307|345093983430181|Sarah|Rhodes|F|637 Morrison Pass|Jamestown|NY|14701|42.0928|-79.244|40730|Banker|1961-08-24|734046190261|adults_50up_female_urban.json
152-92-7007|375045547813768|Robert|Roberts|M|629 Douglas Hollow Suite 851|Olathe|KS|66062|38.8733|-94.7752|130216|Therapeutic radiographer|1992-06-02|415564345551|adults_2550_male_urban.json
420-82-4479|6011879232648700|Samantha|Turner|F|8730 Eric Hills Suite 146|Owings Mills|MD|21117|39.4269|-76.7769|53778|Editorial assistant|1961-04-22|998545049093|adults_50up_female_urban.json
251-04-1956|4195979647158904291|Anthony|Flores|M|2045 Fields Knolls|Benton Harbor|MI|49022|42.1086|-86.4234|31814|Art therapist|1962-12-11|319072502814|adults_50up_male_urban.json
079-66-3176|4192855445189522|Adam|Holmes|M|6521 Eric Forges Apt. 898|Johnstown|PA|15904|40.285|-78.8654|71292|Ship broker|1992-10-26|608650755338|adults_2550_male_urban.json
822-15-6838|30112075452794|Kelly|Cordova|F|401 David Square|Greensboro|NC|27405|36.1214|-79.7733|305168|Curator|1939-04-28|252063243203|adults_50up_female_urban.json
215-17-1288|6011107603108900|John|Kerr|M|40119 Briana Flats|Los Angeles|CA|90037|34.003|-118.2863|2383912|Electrical engineer|1970-01-08|385132297208|adults_50up_male_urban.json
150-96-4545|3552893891190831|Michelle|Brandt|F|013 Richardson Radial|Yorktown|VA|23692|37.1686|-76.4581|45297|Electrical engineer|1960-10-05|740622725268|adults_50up_female_urban.json
186-46-6220|6011836151718278|Pamela|Bush|F|57164 Burke Inlet|Sierra Vista|AZ|85635|31.5365|-110.2666|50006|Producer, radio|1963-12-27|606560507722|adults_50up_female_urban.json
876-55-3094|2552071678112664|Michael|Madden|M|53539 Martinez Villages|Forney|TX|75126|32.7491|-96.4598|33396|Photographer|1992-08-17|548575559029|adults_2550_male_urban.json
731-99-9535|3565796784271144|John|Hall|M|10170 Patrick Springs|Amarillo|TX|79108|35.2779|-101.83|220580|Journalist, newspaper|1988-04-08|331368480731|adults_2550_male_urban.json
099-98-1254|4734778485880062|Sheryl|Wilson|F|6770 Gregory Shoals Suite 276|Canton|MA|02021|42.1645|-71.1355|21561|Contractor|1950-03-24|787321019258|adults_50up_female_urban.json
783-15-9321|4889778280647966|Lisa|Gomez|F|0090 Mary Keys Apt. 561|Letohatchee|AL|36047|32.0862|-86.488|1396|Phytotherapist|1975-02-24|452506441704|adults_50up_female_rural.json
678-32-4057|4911415208507|Julia|Boyer|F|0790 Gray Loaf Suite 917|Teague|TX|75860|31.6328|-96.2778|6644|Chiropodist|1972-03-01|741701613051|adults_50up_female_urban.json
509-65-5564|4563718344049638|Marcus|Rubio|M|541 Simmons Key|Smyrna|GA|30080|33.8796|-84.5023|75810|Camera operator|1967-05-16|904741461466|adults_50up_male_urban.json
824-39-7093|4366498782082974|Christy|Hayden|F|8969 Alexa Lakes Suite 232|Dallas|TX|75227|32.7672|-96.6836|1263321|Hydrologist|1962-11-16|480366846226|adults_50up_female_urban.json
881-09-3336|6542493631230348|John|Castro|M|0324 Anthony Turnpike Suite 820|Las Vegas|NV|89107|36.1705|-115.2176|1417793|Radiographer, diagnostic|1945-09-14|24834504859|adults_50up_male_urban.json
086-41-9857|4651623198189847135|Kyle|Mejia|M|9636 Drew Extensions Apt. 476|Auburn|WA|98001|47.3099|-122.2653|103374|Forest/woodland manager|1997-06-11|647951221385|adults_2550_male_urban.json
547-48-1851|377342575409009|Melissa|Mccormick|F|8645 Amanda Freeway|Bremen|AL|35033|33.9737|-87.0043|3403|Probation officer|2002-06-16|10258404917|young_adults_female_urban.json
403-33-4930|2244327560417767|Timothy|Cook|M|24815 Guzman Via Suite 700|Culleoka|TN|38451|35.4749|-87.0005|4814|Educational psychologist|1966-09-27|488037805314|adults_50up_male_urban.json
140-01-6565|4591123829651|Jocelyn|Russo|F|2954 Christopher Land|Valparaiso|IN|46385|41.4706|-87.0783|78553|Education officer, environmental|1931-08-21|963762718927|adults_50up_female_urban.json
855-74-3678|501889317340|Meredith|Jackson|F|694 Christopher Land Apt. 910|Chino Hills|CA|91709|33.9797|-117.7308|74796|Secondary school teacher|2001-11-04|847977549843|young_adults_female_urban.json
465-87-8097|2243344762639347|Nicholas|Lopez|M|2044 Christine Gateway|Forest City|NC|28043|35.325|-81.846|21055|Merchant navy officer|1986-01-02|754122826432|adults_2550_male_urban.json
088-02-7683|4636694118005374|Susan|Barajas|F|48964 Lambert Curve|Brooklyn|NY|11237|40.7006|-73.918|2504700|Surveyor, land/geomatics|1971-11-19|635831790274|adults_50up_female_urban.json
174-65-8075|372158624150278|Shelby|Davenport|F|4494 Graham Expressway Suite 728|Longview|TX|75602|32.4724|-94.7101|102348|Printmaker|1983-09-05|206387017789|adults_2550_female_urban.json
236-24-0588|30427617075873|Jimmy|Rodriguez|M|51342 Karen View|Winona|TX|75792|32.4662|-95.1246|3518|Government social research officer|2001-11-17|981671672588|young_adults_male_urban.json
218-75-0068|213161371504161|Jacqueline|Hickman|F|2017 Gibson Grove|La Canada Flintridge|CA|91011|34.2217|-118.2051|20280|Therapist, music|1946-04-20|7121082878|adults_50up_female_urban.json
045-84-7424|343045018961640|Cassandra|Hanna|F|03266 Holland Shoal Apt. 147|Cabot|AR|72023|34.9457|-92.0318|35026|Podiatrist|1973-08-05|887923883372|adults_50up_female_urban.json
